,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,POP_STATUS,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,ISL_CODE,ISL_SLOPE,SITE_SLOPE_100m,SITE_SLOPE_200m,SITE_SLOPE_400m,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,CYANO,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,UNKNOWN,TotFish
69,2162,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefDeep,TUT_SE,TUT-00360,TUT,9.14883213,7.638686283,5.797571216,4.581900527,19/02/2010,Forereef,Deep,-14.29908,-170.56349,23,42.5,2.5,5,35,15,0,NA,0,2.5,NA,NA,NA,2,1,3.10769301,32.27721888,12.80200033,8.292155262,0,56.47906748
70,2163,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefDeep,TUT_SE,TUT-00313,TUT,9.14883213,12.03381393,8.649143219,8.142422602,19/02/2010,Forereef,Deep,-14.27946,-170.58725,25,5,0,25,22.5,27.5,20,NA,0,1,NA,NA,NA,2,1,0.140205131,2.442674734,5.464317944,2.474397382,0,10.52159519
71,2165,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00308,TUT,9.14883213,3.324500593,6.855759694,5.850723071,19/02/2010,Forereef,Deep,-14.25745,-170.5064335,25.5,6.75,0,0,40,50,3.25,NA,0,1,NA,NA,NA,4,2,0.544679846,2.392963525,4.108402367,3.528431368,0,10.57447711
72,2167,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00218,TUT,9.14883213,13.66608498,10.86684964,8.554781004,19/02/2010,Forereef,Deep,-14.27984,-170.56089,22.5,17.5,0,8.75,11.25,40,22.5,NA,0,2.25,NA,NA,NA,3,2,1.254107777,4.044752759,2.686926366,1.505271068,0,9.49105797
73,2168,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00350,TUT,9.14883213,9.494088241,7.43622718,6.205457773,19/02/2010,Forereef,Mid,-14.27232,-170.61124,9.5,32.5,2.5,6.5,30,25.5,3,NA,0,4.25,NA,NA,NA,3,2,2.654633731,3.352448785,22.14926011,7.408257209,0,35.56459983
74,2169,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefDeep,TUT_SE,TUT-00310,TUT,9.14883213,8.047717372,7.093536032,6.814554146,19/02/2010,Forereef,Deep,-14.27276,-170.61172,22.5,8.5,0.5,1,12.5,42.5,35,NA,0,1.5,NA,NA,NA,3,2,87.79655393,1.777182219,1.546426648,25.21718352,0,116.3373463
75,2171,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00349,TUT,9.14883213,11.12033716,8.970362522,7.60653082,19/02/2010,Forereef,Mid,-14.2736,-170.61609,13,28.75,1,27.5,26.25,14.75,1.75,NA,0,3.75,NA,NA,NA,3,2,1.868015183,18.61109487,9.114527359,8.608886458,0,38.20252387
76,2172,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefShallow,TUT_SE,TUT-00283,TUT,9.14883213,9.118542351,8.976730965,6.881549565,19/02/2010,Forereef,Shallow,-14.27122,-170.60867,4,5,0,0,27.5,62.5,5,NA,0,4,NA,NA,NA,3,2,0.422625951,0.335559092,4.902412079,1.495613234,0,7.156210356
77,2173,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,AUNUU_SANCTUARY_B,TUT-00210,TUT,9.14883213,2.532149165,2.804711368,4.008195555,19/02/2010,Forereef,Deep,-14.27929,-170.51622,29,20,5,2.5,30,40,2.5,NA,0,2.5,NA,NA,NA,2,1,7.218879866,17.09802609,24.44623305,8.316571625,0,57.07971064
78,2174,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00280,TUT,9.14883213,1.988930495,3.01406484,4.211553143,19/02/2010,Forereef,Mid,-14.29588,-170.56029,12,22.5,0,31.25,12.5,26.25,7.5,NA,0,1,NA,NA,NA,4,2,1.344819008,1.285505528,8.459349047,2.161636133,0,13.25130972
79,2175,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00317,TUT,9.14883213,6.720491872,6.966826637,6.580028613,19/02/2010,Forereef,Mid,-14.28333,-170.59865,13.5,15,25,21.25,36.25,2.5,0,NA,0,4.5,NA,NA,NA,4,2,9.272467779,3.786016361,19.39923795,4.6563777,0,37.11409979
80,2177,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefDeep,TUT_SW,TUT-00265,TUT,9.14883213,2.69310731,2.463560675,2.900679625,20/02/2010,Forereef,Deep,-14.36475,-170.78351,29,40,2.5,0,11.25,33.75,12.5,NA,0,1.5,NA,NA,NA,3,2,1.012219958,34.47566861,12.76309973,4.111112482,0,52.36210077
81,2178,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefMid,TUT_SW,TUT-00234,TUT,9.14883213,5.499651102,4.860895896,4.399377305,20/02/2010,Forereef,Mid,-14.35907,-170.78438,14,37.5,4,0,17.5,33.5,7.5,NA,0,4.5,NA,NA,NA,3,2,2.004926822,0.498032347,18.30560356,3.579042103,0,24.38760484
82,2179,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefShallow,TUT_SW,TUT-00285,TUT,9.14883213,9.753134183,7.533853458,5.8326924,20/02/2010,Forereef,Shallow,-14.34014,-170.79024,3,42.5,2.5,0.25,35,19.75,0,NA,0,3,NA,NA,NA,3,2,1.102692041,0.908286567,17.703973,2.692610592,0,22.40756221
83,2180,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefDeep,TUT_SW,TUT-00298,TUT,9.14883213,2.500277696,2.835517761,2.993866006,20/02/2010,Forereef,Deep,-14.36516,-170.77969,23.5,35,0,1.5,37.5,17.5,8.5,NA,0,3.5,NA,NA,NA,3,2,1.0313268,0.414648768,15.40314062,2.901946765,0,19.75106295
84,2181,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefMid,TUT_SW,TUT-00261,TUT,9.14883213,6.908017252,5.949919425,5.749191856,20/02/2010,Forereef,Mid,-14.35688,-170.7874429,13,27.5,0,0,47.5,22.5,2.5,NA,0,2.5,NA,NA,NA,3,2,0.643246558,2.055363062,18.63750202,4.05208375,0,25.38819539
85,2183,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefMid,TUT_SW,TUT-00365,TUT,9.14883213,3.970400044,3.883071977,3.932527727,20/02/2010,Forereef,Mid,-14.36295,-170.77895,16,43.75,6.25,2.5,28.75,18.75,0,NA,0,2.5,NA,NA,NA,4,2,0.80913042,1.154104811,21.21038822,3.32232797,0,26.49595142
86,2184,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefShallow,TUT_SW,TUT-00274,TUT,9.14883213,4.021285919,4.564014103,5.551508166,20/02/2010,Forereef,Shallow,-14.35395,-170.78593,5.5,42.5,0,1.25,25,13.75,17.5,NA,0,5,NA,NA,NA,4,2,0.504218125,0.563719299,14.92199032,2.438835999,0,18.42876375
87,2185,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefShallow,TUT_SW,TUT-00294,TUT,9.14883213,4.137071041,5.385770934,5.921764057,20/02/2010,Forereef,Shallow,-14.35605,-170.78665,6.5,8.75,0,2.5,55,21.25,12.5,NA,0,5,NA,NA,NA,4,2,0.553761916,0.465361158,27.24288689,3.539744477,0,31.80175444
88,2186,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefMid,TUT_SW,TUT-00251,TUT,9.14883213,6.230793729,6.113555329,4.652925019,20/02/2010,Forereef,Mid,-14.36306,-170.77499,13.5,40,5,1.25,25,20,8.75,NA,0,1.75,NA,NA,NA,4,2,0.673254467,0.773850176,16.8087459,5.665733804,0,23.92158434
89,2187,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefDeep,TUT_SW,TUT-00277,TUT,9.14883213,2.703250061,3.457977461,3.944461333,20/02/2010,Forereef,Deep,-14.36522,-170.77402,21,45,5,2.5,22.5,15,10,NA,0,2,NA,NA,NA,2,1,0.803744664,1.068105944,6.729379665,3.326919251,0,11.92814952
90,2189,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefMid,TUT_SW,TUT-00359,TUT,9.14883213,9.850391732,7.670671987,6.435487363,20/02/2010,Forereef,Mid,-14.33254,-170.82018,11.5,38.75,5,8.75,40,5,2.5,NA,0,4,NA,NA,NA,4,2,3.24042592,4.889289622,16.15883867,6.278398745,0,30.56695296
91,2190,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefShallow,TUT_SW,TUT-00214,TUT,9.14883213,4.256219693,7.325038823,5.346992127,20/02/2010,Forereef,Shallow,-14.3265,-170.83542,4.5,27.5,1.25,0,51.25,17.5,2.5,NA,0,3.5,NA,NA,NA,4,2,1.109263981,0.107859664,14.02565969,3.062955619,0,18.30573895
92,2191,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefShallow,TUT_SW,TUT-00242,TUT,9.14883213,5.62304533,5.49158057,6.998230671,20/02/2010,Forereef,Shallow,-14.33475,-170.80322,4.5,50,3.75,2.5,35,8.75,0,NA,0,5,NA,NA,NA,4,2,0.264059,0.639565708,16.61997285,4.2516454,0,21.77524295
93,2192,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefDeep,TUT_SW,TUT-00250,TUT,9.14883213,4.447995963,4.927677619,5.001544474,20/02/2010,Forereef,Deep,-14.35976,-170.78717,21.5,35,0,6.25,41.25,17.5,0,NA,0,2.75,NA,NA,NA,4,2,2.226557629,4.251439076,24.00524038,4.046674821,0,34.52991191
94,2193,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SW,2010,ForereefMid,TUT_SW,TUT-00353,TUT,9.14883213,9.72667592,7.26018971,5.600288575,20/02/2010,Forereef,Mid,-14.32988,-170.83168,10.5,33.75,2.5,2.5,45,16.25,0,NA,0,4.25,NA,NA,NA,4,2,2.522937625,4.704791438,25.44226938,5.954886823,0,38.62488526
95,2194,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefDeep,TUT_SE,TUT-00255,TUT,9.14883213,6.759512237,6.29156407,6.848765751,21/02/2010,Forereef,Deep,-14.30338,-170.5809,26,32.5,2.5,7.5,37.5,17.5,2.5,NA,0,1.5,NA,NA,NA,2,1,3.255737232,67.83162196,40.18001031,6.615650672,0,117.8830202
96,2195,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00361,TUT,9.14883213,2.088671926,6.36238081,6.727126451,21/02/2010,Forereef,Mid,-14.29602,-170.56581,14,6.25,0,35,0,57.5,1.25,NA,0,1,NA,NA,NA,4,2,0.128335464,2.400565831,5.358688921,2.761792185,0,10.6493824
97,2196,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00279,TUT,9.14883213,1.985397204,3.843740351,6.930040086,21/02/2010,Forereef,Mid,-14.29972,-170.57118,17.5,5,0,0,12,82.5,0.5,NA,0,1.75,NA,NA,NA,4,2,0.467822502,2.733646177,12.66527079,2.159904858,0,18.02664433
98,2197,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefDeep,TUT_SE,TUT-00362,TUT,9.14883213,8.876492971,6.948492094,6.297434504,21/02/2010,Forereef,Deep,-14.30719,-170.59363,26,38.5,0,4,35,22.5,0,NA,0,2,NA,NA,NA,2,1,1.186451838,13.56714528,20.84926839,11.96575861,0,47.56862411
99,2198,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,AUNUU_SANCTUARY_B,TUT-00260,TUT,9.14883213,2.009015519,2.62470684,3.637462914,21/02/2010,Forereef,Deep,-14.27653,-170.50916,23,3,0,2.5,20,62.5,12,NA,0,1,NA,NA,NA,2,1,22.44075138,9.179926297,16.41435458,3.879728146,0,51.9147604
100,2199,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00324,TUT,9.14883213,2.040596917,3.586177324,3.406673645,21/02/2010,Forereef,Deep,-14.28659,-170.53894,21,1,0,0,10,47,42,NA,0,1,NA,NA,NA,2,1,0.062622822,0.941310777,3.047640715,8.228290964,0,12.27986528
101,2200,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00369,TUT,9.14883213,10.02535475,7.776866548,8.220916409,21/02/2010,Forereef,Mid,-14.27318,-170.56592,13,22.5,0,1.25,26.25,32.5,17.5,NA,0,3,NA,NA,NA,4,2,1.941700082,4.196855774,15.75996156,7.583244229,0,29.48176165
102,2201,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefShallow,TUT_SE,TUT-00221,TUT,9.14883213,5.128689164,10.85591109,9.231754171,21/02/2010,Forereef,Shallow,-14.27416,-170.60561,1.5,14,1.25,7.5,28.5,32.5,16.25,NA,0,1,NA,NA,NA,4,2,0.304992901,1.133788432,3.299220196,0.875998407,0,5.613999936
103,2202,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,AUNUU_SANCTUARY_B,TUT-00284,TUT,9.14883213,1.720698471,2.373329685,3.761913471,21/02/2010,Forereef,Deep,-14.27461,-170.50751,23,20,0,40,10,27.5,2.5,NA,0,1,NA,NA,NA,2,1,0.561368688,1.746909306,4.131458793,1.176762864,0,7.616499651
104,2203,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00321,TUT,9.14883213,9.244458125,6.342862135,4.626954199,21/02/2010,Forereef,Mid,-14.28659,-170.54605,15,18.75,0,0,15,61.25,5,NA,0,1.75,NA,NA,NA,4,2,1.127598642,1.799913594,12.10924608,3.455109174,0,18.49186749
105,2204,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefShallow,TUT_NE,TUT-00212,TUT,9.14883213,5.916816415,6.868531111,6.387111889,21/02/2010,Forereef,Shallow,-14.27632,-170.5538,5.5,10,0,0,10,80,0,NA,0,1.5,NA,NA,NA,4,2,0.082253761,0.410502209,11.31095148,4.224659971,0,16.02836742
106,2205,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00205,TUT,9.14883213,2.676990644,4.156508229,4.252791147,21/02/2010,Forereef,Deep,-14.26434,-170.50507,23,15,0,5,15,62.5,2.5,NA,0,1,NA,NA,NA,2,1,0.106043856,2.333842344,3.202066953,1.683195866,0,7.325149019
107,2208,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00229,TUT,9.14883213,4.269196945,4.196975502,2.938448127,22/02/2010,Forereef,Deep,-14.28391,-170.81412,26,30,0,0,25,22.5,22.5,NA,0,5,NA,NA,NA,2,1,0.895207162,2.335157194,5.992271341,7.52302773,0,16.74566343
108,2209,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00291,TUT,9.14883213,6.092597887,5.694663105,5.071870647,22/02/2010,Forereef,Deep,-14.29002,-170.79231,24,25,0,7.5,27.5,15,25,NA,0,3,NA,NA,NA,2,1,9.411657091,1.039167783,15.00788567,9.152220315,0,34.61093085
109,2210,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefMid,TUT_NW,TUT-00209,TUT,9.14883213,9.566483326,7.443915922,6.977808835,22/02/2010,Forereef,Mid,-14.29101,-170.80157,10.5,60,0,0,30,8.75,1.25,NA,0,1,NA,NA,NA,4,2,4.774124862,2.427649489,22.56049189,6.098694156,0,35.86096039
110,2211,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefShallow,TUT_NW,TUT-00259,TUT,9.14883213,7.290659865,8.37452875,8.529755053,22/02/2010,Forereef,Shallow,-14.29427,-170.80899,5,16.25,1.25,10,26.25,32.5,13.75,NA,0,4.5,NA,NA,NA,4,2,0.085066711,0.238086084,1.876766986,1.299554497,0,3.499474278
111,2212,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefMid,TUT_NW,TUT-00484,TUT,9.14883213,8.252116452,6.678424667,4.678127209,22/02/2010,Forereef,Mid,-14.29105,-170.7765,16,30,2.5,5,20,37.5,5,NA,0,5,NA,NA,NA,2,1,0.806724346,0.861463519,17.76312353,2.307438198,0,21.73874959
112,2213,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefShallow,TUT_NW,TUT-00342,TUT,9.14883213,5.656743923,7.843605085,6.206036518,22/02/2010,Forereef,Shallow,-14.29218,-170.7739,3,7.5,2.5,0.5,37.5,51.25,0.75,NA,0,2,NA,NA,NA,4,2,0.173655428,0.384735024,4.190687947,6.05203352,0,10.80111192
113,2214,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00355,TUT,9.14883213,2.987076962,3.145109699,4.004053041,22/02/2010,Forereef,Deep,-14.28012,-170.81322,24,12.5,0,3.5,32.5,47.5,4,NA,0,2.5,NA,NA,NA,2,1,1.883110366,6.338202875,20.68971924,2.171520087,0,31.08255256
114,2215,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefMid,TUT_NW,TUT-00303,TUT,9.14883213,8.214312657,6.585492586,5.49479258,22/02/2010,Forereef,Mid,-14.29028,-170.77148,13,12.5,0,7.5,43.75,32.5,3.75,NA,0,4.5,NA,NA,NA,4,2,2.268365921,1.311170561,17.95492382,2.774090713,0,24.30855102
115,2216,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00276,TUT,9.14883213,9.228767157,6.235338155,5.695561254,22/02/2010,Forereef,Deep,-14.28876,-170.75703,21.5,6.25,0,5,25,25,38.75,NA,0,6,NA,NA,NA,4,2,2.650047582,0.563339389,5.071876382,1.875570993,0,10.16083435
116,2217,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefShallow,TUT_NW,TUT-00421,TUT,9.14883213,7.584851711,8.033775688,7.778195111,22/02/2010,Forereef,Shallow,-14.29056,-170.75977,3,5,0,0,40,55,0,NA,0,3.5,NA,NA,NA,2,1,1.561484921,0.427731264,19.55159968,6.42092638,0,27.96174224
117,2219,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00228,TUT,9.14883213,2.469651752,2.509880552,2.931003536,23/02/2010,Forereef,Deep,-14.22891,-170.69751,27,5,0,0,5,72.5,17.5,NA,0,2,NA,NA,NA,2,1,2.721504696,9.47383621,8.470606035,3.556847946,0,24.22279489
118,2220,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00236,TUT,9.14883213,8.703144005,6.951977594,7.338614685,23/02/2010,Forereef,Mid,-14.24653,-170.66848,13,17.5,0,0,4.5,73.75,4.25,NA,0,3.25,NA,NA,NA,4,2,4.259902184,1.140162901,10.81967534,3.224480395,0,19.44422082
119,2221,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00376,TUT,9.14883213,12.13660445,8.650037024,7.076042786,23/02/2010,Forereef,Mid,-14.23341,-170.67128,14.5,10,0,7.5,15,61.25,6.25,NA,0,5,NA,NA,NA,4,2,1.382147097,2.333834958,15.73127361,3.932532461,0,23.37978813
120,2222,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00379,TUT,9.14883213,14.98968402,11.60983236,7.366544233,23/02/2010,Forereef,Deep,-14.22971,-170.67082,22.5,8.75,0,0,13.75,76.25,1.25,NA,0,1.5,NA,NA,NA,4,2,1.44041551,2.553204997,23.2973209,12.62606134,0,39.91700275
121,2223,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00264,TUT,9.14883213,8.477635415,6.18935997,4.64428869,23/02/2010,Forereef,Deep,-14.27843,-170.72424,26,3.5,0,22.5,6.5,47.5,20,NA,0,1.5,NA,NA,NA,2,1,2.301755085,0.653971936,1.70432435,2.141518101,0,6.801569473
122,2224,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00357,TUT,9.14883213,7.429194985,6.299686804,5.084843427,23/02/2010,Forereef,Mid,-14.23976,-170.67563,9,42.5,0,0.25,30,27.25,0,NA,0,1.75,NA,NA,NA,4,2,0.526975278,0.865440152,4.895739566,2.388084767,0,8.676239764
123,2225,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefMid,TUT_NW,TUT-00368,TUT,9.14883213,13.5212435,7.546293813,5.156630806,23/02/2010,Forereef,Mid,-14.27179,-170.7234,15,20.75,0,1.25,24.25,53.75,0,NA,0,3,NA,NA,NA,4,2,2.719378777,9.897679426,15.66558547,3.765713908,0,32.04835758
124,2226,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00326,TUT,9.14883213,1.654381985,1.70868085,3.071816512,23/02/2010,Forereef,Deep,-14.23,-170.69742,24,2.5,0,0,15,45,37.5,NA,0,1.5,NA,NA,NA,2,1,1.025848337,12.95079693,9.069267285,1.9752212,0,25.02113375
125,2227,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00304,TUT,9.14883213,5.874244009,5.624279583,4.811447685,22/02/2010,Forereef,Deep,-14.27839,-170.80986,28,30,0,0,40,25,5,NA,0,3,NA,NA,NA,1,1,7.656883385,11.82792831,23.42807519,12.79455586,0,55.70744275
126,2228,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefDeep,TUT_NW,TUT-00457,TUT,9.14883213,12.17543582,7.595496789,6.633655281,22/02/2010,Forereef,Deep,-14.28812,-170.78069,23,40,0,5,30,20,5,NA,0,5,NA,NA,NA,1,1,3.542882419,7.425805075,18.11053294,9.318347919,0,38.39756835
127,2229,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefMid,TUT_NW,TUT-00299,TUT,9.14883213,10.82127873,6.950717038,5.022291084,22/02/2010,Forereef,Mid,-14.28932,-170.79051,13.5,45,0,5,30,17.5,2.5,NA,0,3.5,NA,NA,NA,2,2,8.529619987,4.253698592,34.11801639,11.91375979,0,58.81509476
128,2230,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NW,2010,ForereefMid,TUT_NW,TUT-00481,TUT,9.14883213,9.270157005,6.735984302,5.526571557,22/02/2010,Forereef,Mid,-14.29,-170.77087,9.5,30,0,7.5,47.5,15,0,NA,0,3,NA,NA,NA,2,2,2.214157339,4.103581924,25.51484341,4.326610919,0,36.15919359
129,2234,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefDeep,TUT_NE,TUT-00343,TUT,9.14883213,10.47416119,8.053058822,6.107500556,24/02/2010,Forereef,Deep,-14.24548,-170.5809,26,10,0,7.5,17.5,64,1,NA,0,1,NA,NA,NA,2,1,4.380592858,38.21975491,17.70767233,23.14952046,0,83.45754056
130,2235,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00297,TUT,9.14883213,7.330380956,7.319641252,8.791943782,24/02/2010,Forereef,Mid,-14.25637,-170.60568,11.5,31.25,0.5,2,10,40,16.25,NA,0,3.75,NA,NA,NA,4,2,0.650267208,1.400699467,9.939044554,2.069977908,0,14.05998914
131,2236,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00272,TUT,9.14883213,8.469063218,8.809328023,7.186718222,24/02/2010,Forereef,Mid,-14.24624,-170.57898,16,15,2.5,0,48.75,31.25,2.5,NA,0,5.25,NA,NA,NA,4,2,3.114203757,1.810752951,22.94491046,4.703266871,0,32.57313404
132,2237,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00287,TUT,9.14883213,8.815694272,8.458961873,6.592123469,24/02/2010,Forereef,Mid,-14.25376,-170.60896,14.5,11.5,1.5,9.75,25,51.25,1,NA,0,4.25,NA,NA,NA,4,2,2.107611585,2.628589234,14.86236212,4.354215084,0,23.95277802
133,2240,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefShallow,TUT_NE,TUT-00275,TUT,9.14883213,4.913596345,4.939181543,4.444607587,25/02/2010,Forereef,Shallow,-14.25449,-170.56274,5,27.5,15,0,25,20,12.5,NA,0,4.5,NA,NA,NA,2,1,0.642511835,0.014109398,25.97570951,2.550198911,0,29.18252965
134,2241,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00278,TUT,9.14883213,6.950602659,5.576732491,5.294315945,25/02/2010,Forereef,Mid,-14.24804,-170.56104,10.5,18.75,6.25,0,10,43.75,21.25,NA,0,1,NA,NA,NA,4,2,0,0.982159627,10.08600121,11.03556632,0,22.10372716
135,2242,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefMid,TUT_NE,TUT-00244,TUT,9.14883213,6.893153182,5.940211903,4.819010414,25/02/2010,Forereef,Mid,-14.25912,-170.55797,13.5,48.25,0,0.5,22.5,15.75,13,NA,0,4.5,NA,NA,NA,4,2,0.71803231,10.35164095,57.89208589,15.29788602,0,84.25964517
136,2243,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_NE,2010,ForereefShallow,TUT_NE,TUT-00246,TUT,9.14883213,6.689187758,5.717358989,4.981334308,25/02/2010,Forereef,Shallow,-14.2623,-170.56104,5.5,46.25,15,1.25,31.25,6.25,0,NA,0,2.75,NA,NA,NA,4,2,1.130082738,1.001324064,30.13408088,8.438883459,0,40.70437115
137,2249,nSPC,2010,SAMOA,American Samoa,Tutuila,P,TUT_SE,2010,ForereefMid,TUT_SE,TUT-00452,TUT,9.14883213,10.46990777,7.383486369,6.981452042,26/02/2010,Forereef,Mid,-14.28579,-170.63815,13.25,11.25,3.75,26.75,38.75,16.25,3.25,NA,0,2.5,NA,NA,NA,4,2,0.779301102,2.115140784,16.64806969,3.164715986,0,22.70722756
